Player,Pos,Ht,Wt
Trey McKinney-Jones,G,195.58,97.07
Alfonzo McKinnie,F,200.66,97.52
Jordan McLaughlin,G,180.34,77.11
Ben McLemore,G,190.5,88.45
McCoy McLemore,F-C,200.66,104.33
George McLeod,F,195.58,90.72
Keith McLeod,G,187.96,85.28
Roshown McLeod,F,203.2,100.24
Jack McMahon,G,185.42,83.91
Nate McMillan,G-F,195.58,88.45
Tom McMillen,F-C,210.82,97.52
Jim McMillian,F,195.58,97.52
Shellie McMillon,F,195.58,92.99
Mal McMullen,F-C,195.58,95.25
Chet McNabb,F,187.96,90.72
Mark McNamara,F-C,210.82,106.59
Joe McNamee,F-C,198.12,95.25
Jerel McNeal,G,190.5,90.72
Chris McNealy,F,200.66,95.25
Bob McNeill,G,185.42,77.11
Larry McNeill,F-C,205.74,88.45
Carl McNulty,G,190.5,83.91
Paul McPherson,G,193.04,95.25
Roy McPipe,G,190.5,92.99
Cozell McQueen,F,210.82,106.59
Jordan McRae,G,195.58,81.19
Thales McReynolds,G,190.5,83.91
Josh McRoberts,F,208.28,108.86
Eric McWilliams,F,203.2,90.72
George Mearns,F,190.5,79.38
Stanislav Medvedenko,F,208.28,113.4
Darnell Mee,G,195.58,79.38
Jodie Meeks,G,193.04,95.25
Cliff Meely,F-C,203.2,97.52
Scott Meents,F,208.28,102.06
Dick Mehen,F-C,195.58,88.45
Monk Meineke,F-C,200.66,94.35
Carl Meinhold,G-F,187.96,83.91
Salah Mejri,C,218.44,106.59
Gal Mekel,G,190.5,86.64
Bill Melchionni,G,185.42,74.84
Gary Melchionni,G,187.96,83.91
Nicolò Melli,F,205.74,106.59
Fab Melo,C,213.36,115.67
De'Anthony Melton,G,187.96,90.72
Ed Melvin,G,175.26,77.11
Dean Meminger,G,182.88,79.38
Chuck Mencel,G,182.88,76.2
John Mengelt,G,187.96,88.45
Ken Menke,G,182.88,76.2
Pops Mensah-Bonsu,F,205.74,108.86
Dewitt Menyard,C,208.28,95.25
Ron Mercer,G-F,200.66,95.25
Joe Meriweather,F-C,208.28,97.52
Porter Meriwether,G,187.96,81.65
Tom Meschery,F,198.12,97.52
Chimezie Metu,F,205.74,102.06
Bill Meyer,G,190.5,88.45
Loren Meyer,C,208.28,116.57
Dave Meyers,F-C,203.2,97.52
Stan Miasek,F-C,195.58,95.25
Larry Micheaux,F,205.74,99.79
Jordan Mickey,F,203.2,106.59
Khris Middleton,G-F,200.66,100.7
Red Mihalik,G,182.88,81.65
Chris Mihm,C,213.36,120.2
Eric Mika,C,208.28,104.33
Ed Mikan,F-C,203.2,104.33
George Mikan*,C,208.28,111.13
Larry Mikan,F,200.66,95.25
Vern Mikkelsen*,F-C,200.66,104.33
Al Miksis,C,200.66,95.25
Aaron Miles,G,185.42,79.38
C.J. Miles,G-F,198.12,99.79
Darius Miles,F,205.74,95.25
Eddie Miles,G-F,193.04,88.45
Marko Milič,G-F,198.12,106.59
Darko Miličić,F-C,213.36,113.4
Nat Militzok,F,190.5,88.45
Andre Miller,G,190.5,90.72
Anthony Miller,F,205.74,102.06
Bill Miller,F,190.5,86.18
Bob Miller,F,208.28,104.33
Brad Miller,C,210.82,110.68
Darius Miller,F,198.12,102.06
Dick Miller,F,198.12,97.52
Eddie Miller,F-C,203.2,102.06
Harry Miller,F-C,193.04,104.33
Jay Miller,F,195.58,92.99
Larry Miller,G-F,193.04,86.18
Malcolm Miller,F,200.66,95.25
Mike Miller,G-F,203.2,98.88
Oliver Miller,C,205.74,127.01
Quincy Miller,F,205.74,95.25
Reggie Miller*,G-F,200.66,83.91
Walt Miller,F,187.96,86.18
Chris Mills,F,198.12,97.52
John Mills,F-C,203.2,92.08
Patty Mills,G,185.42,81.65
Terry Mills,F,208.28,104.33
Elijah Millsap,G-F,198.12,102.06
Paul Millsap,F,200.66,113.4
Shake Milton,G,195.58,93.89
Harold Miner,G,195.58,95.25
Yao Ming*,C,228.6,140.61
Dirk Minniefield,G,190.5,81.65
Dave Minor,G-F,187.96,83.91
Greg Minor,G-F,198.12,95.25
Mark Minor,F,198.12,97.52
Nikola Mirotić,F,208.28,113.4
Wat Misaka,G,170.18,68.04
Jason Miskiri,G,187.96,79.38
Donovan Mitchell,G,185.42,97.52
Leland Mitchell,G,193.04,95.25
Mike Mitchell,F,200.66,97.52
Sam Mitchell,F,198.12,95.25
Todd Mitchell,F,200.66,92.99
Tony Mitchell,F,198.12,97.98
Tony Mitchell,F,203.2,106.59
Naz Mitrou-Long,G,190.5,98.88
Steve Mix,F,200.66,97.52
Bill Mlkvy,F,193.04,86.18
Cuttino Mobley,G,193.04,86.18
Eric Mobley,C,210.82,106.59
Doug Moe,G-F,195.58,97.52
Larry Moffett,F,203.2,95.25
Leo Mogus,F-C,193.04,86.18
Nazr Mohammed,C,208.28,100.24
Jérôme Moïso,F-C,208.28,106.59
Paul Mokeski,F-C,213.36,113.4
Adam Mokoka,G,195.58,86.18
Jack Molinas,F,198.12,90.72
Wayne Molis,F,203.2,104.33
Sidney Moncrief*,G,190.5,81.65
Eric Money,G,182.88,77.11
Sergei Monia,F,203.2,99.79
Malik Monk,G,190.5,90.72
Earl Monroe*,G,190.5,83.91
Greg Monroe,F-C,210.82,120.2
Rodney Monroe,G,190.5,83.91
Luis Montero,G,200.66,83.91
Howie Montgomery,F,195.58,99.79
Eric Montross,C,213.36,122.47
Jamario Moon,F,203.2,92.99
Jim Mooney,F,195.58,97.52
Matt Mooney,G,190.5,90.72
Andre Moore,F,205.74,97.52
Ben Moore,F,203.2,99.79
E'Twaun Moore,G-F,190.5,86.64
Gene Moore,F-C,205.74,102.06
Jackie Moore,F,195.58,81.65
Johnny Moore,G,185.42,79.38
Larry Moore,F,200.66,97.52
Lowes Moore,G,185.42,77.11
Mikki Moore,F-C,210.82,102.06
Otto Moore,F-C,210.82,92.99
Richard Moore,G,187.96,86.18
Ron Moore,C,213.36,117.93
Tracy Moore,G-F,193.04,90.72
Ja Morant,G,190.5,79.38
Eric Moreland,F-C,208.28,107.95
Jackie Moreland,G-F,200.66,97.52
Guy Morgan,G,203.2,92.99
Juwan Morgan,F,203.2,105.23
Rex Morgan,G,195.58,86.18
Elmore Morgenthaler,C,205.74,104.33
Darren Morningstar,C,208.28,106.59
Chris Morris,F,203.2,95.25
Darius Morris,G,193.04,86.18
Isaiah Morris,F,203.2,103.87
Jaylen Morris,G,195.58,83.91
Marcus Morris,F,203.2,106.59
Markieff Morris,F,203.2,111.13
Max Morris,F-C,187.96,88.45
Monte Morris,G,187.96,79.38
Randolph Morris,C,208.28,120.66
Terence Morris,F,205.74,100.24
Adam Morrison,F,203.2,92.99
John Morrison,G,187.96,86.18
Mike Morrison,G,193.04,88.45
Red Morrison,F-C,203.2,99.79
Anthony Morrow,G,195.58,95.25
Dwayne Morton,F,200.66,88.45
John Morton,G,190.5,81.65
Richard Morton,G,190.5,86.18
Glenn Mosley,F,203.2,88.45
Perry Moss,G,187.96,83.91
Lawrence Moten,G,195.58,83.91
Donatas Motiejūnas,F-C,213.36,100.7
Johnathan Motley,F,203.2,104.33
Hanno Möttölä,C,210.82,112.04
Arnett Moultrie,F,210.82,112.94
Rick Mount,G,190.5,79.38
Alonzo Mourning*,C,208.28,108.86
Timofey Mozgov,C,215.9,124.74
Chuck Mrazovich,F,195.58,83.91
Emmanuel Mudiay,G,190.5,90.72
Erwin Mueller,F-C,203.2,104.33
Shabazz Muhammad,G-F,198.12,101.15
Mychal Mulder,G-F,193.04,83.91
Joe Mullaney,G,182.88,74.84
Bob Mullens,G,185.42,79.38
Byron Mullens,C,213.36,124.74
Chris Mullin*,G-F,198.12,90.72
Jeff Mullins,G-F,193.04,86.18
Todd Mundt,C,213.36,113.4
Xavier Munford,G,187.96,81.65
Chris Munk,F,205.74,102.06
George Munroe,G,180.34,77.11
Eric Murdock,G,185.42,86.18
Gheorghe Mureșan,C,231.14,137.44
Allen Murphy,G,195.58,86.18
Calvin Murphy*,G,175.26,74.84
Dick Murphy,G,185.42,79.38
Erik Murphy,F,208.28,104.33
Jay Murphy,F,205.74,99.79
John Murphy,F,187.96,79.38
Kevin Murphy,G,195.58,83.91
Ronnie Murphy,F,195.58,102.06
Tod Murphy,F-C,205.74,99.79
Troy Murphy,F-C,210.82,111.13
Dejounte Murray,G,193.04,77.11
Jamal Murray,G,193.04,91.17
Ken Murray,G-F,187.96,86.18
Lamond Murray,F,200.66,107.05
Ronald Murray,G,193.04,86.18
Tracy Murray,F,200.66,102.06
Willie Murrell,F,198.12,102.06
Dorie Murrey,F-C,203.2,97.52
Toure' Murry,G-F,195.58,88.45
Džanan Musa,G-F,205.74,98.43
Mike Muscala,F-C,208.28,108.86
Angelo Musi,G,175.26,65.77
Jerrod Mustaf,F-C,208.28,107.95
Dikembe Mutombo*,C,218.44,111.13
Martin Müürsepp,F,205.74,106.59
Pete Myers,G-F,198.12,81.65
Sviatoslav Mykhailiuk,G-F,200.66,92.99
Hamady N'Diaye,C,213.36,106.59
Makhtar N'Diaye,F,203.2,111.13
Mamadou N'Diaye,C,213.36,115.67
Boniface N'Dong,C,213.36,89.81
Bob Naber,F,190.5,83.91
Boris Nachamkin,F,198.12,95.25
Boštjan Nachbar,F,205.74,100.24
Abdel Nader,F,195.58,102.06
Jerry Nagel,G,182.88,86.18
Fritz Nagy,G-F,187.96,83.91
Lee Nailon,F,205.74,107.95
Eduardo Nájera,F,203.2,108.86
Larry Nance,F-C,208.28,92.99
Larry Nance,F-C,200.66,104.33
Shabazz Napier,G,182.88,79.38
Paul Napolitano,G-F,187.96,83.91
Bob Nash,F,203.2,88.45
Cotton Nash,F,195.58,97.52
Steve Nash*,G,190.5,88.45
Swen Nater,C,210.82,108.86
Howard Nathan,G,180.34,79.38
Calvin Natt,F,198.12,99.79
Kenny Natt,G,190.5,83.91
Willie Naulls,F-C,198.12,102.06
Juan Carlos Navarro,G,190.5,77.11
Maurice Ndour,F,205.74,90.72
Craig Neal,G,195.58,74.84
Gary Neal,G,193.04,95.25
Jim Neal,C,210.82,106.59
Lloyd Neal,F-C,200.66,102.06
Ed Nealy,F,200.66,107.95
Nemanja Nedović,G,190.5,87.09
Al Negratti,F-C,190.5,90.72
Barry Nelson,C,208.28,104.33
DeMarcus Nelson,G,193.04,90.72
Don Nelson*,F,198.12,95.25
Jameer Nelson,G,182.88,86.18
Louie Nelson,G,190.5,86.18
Ron Nelson,G,187.96,79.38
Ruben Nembhard,G,190.5,94.35
Dick Nemelka,G,182.88,79.38
Tyrone Nesby,F,198.12,102.06
Martin Nessley,C,218.44,117.93
Rasho Nesterović,C,213.36,112.49
Raul Neto,G,185.42,81.19
Bob Netolicky,F-C,205.74,99.79
Johnny Neumann,G-F,198.12,90.72
Paul Neumann,G,185.42,79.38
Chuck Nevitt,C,226.06,98.43
Melvin Newbern,G,193.04,90.72
Ivano Newbill,F,205.74,111.13
Ira Newble,F,200.66,99.79
Mike Newlin,G-F,193.04,90.72
Johnny Newman,G-F,200.66,86.18
Malik Newman,G,190.5,86.18
Dave Newmark,C,213.36,108.86
Bill Newton,C,205.74,99.79
Georges Niang,F,200.66,104.33
Demetris Nichols,F,203.2,97.98
Jack Nichols,F-C,200.66,100.7
Andrew Nicholson,F,205.74,113.4
Gaylon Nickerson,G,190.5,86.18
Carl Nicks,G,185.42,79.38
Rich Niemann,C,213.36,111.13
Richie Niemiera,G-F,185.42,74.84
Mike Niles,F,198.12,102.06
Kurt Nimphius,F-C,208.28,98.88
Dyron Nix,F,200.66,95.25
Norm Nixon,G,187.96,77.11
Joakim Noah,C,210.82,104.33
Chuck Noble,G,193.04,86.18
Andrés Nocioni,F,200.66,102.06
David Noel,F,198.12,104.33
Nerlens Noel,F-C,208.28,99.79
Paul Noel,F,193.04,83.91
Lucas Nogueira,C,213.36,109.32
Jim Nolan,C,203.2,95.25
Jeff Nordgaard,F,200.66,102.06
Bevo Nordmann,C,208.28,102.06
Johnny Norlander,F,190.5,81.65
Connie Norman,G,190.5,79.38
Ken Norman,F,203.2,97.52
Audie Norris,C,205.74,104.33
Moochie Norris,G,185.42,79.38
Sylvester Norris,C,210.82,99.79
Zach Norvell,G,195.58,93.44
Willie Norwood,F,200.66,99.79
George Nostrand,F-C,203.2,88.45
Stan Noszka,G,185.42,83.91
Mike Novak,F-C,205.74,99.34
Steve Novak,F,208.28,102.06
Jaylen Nowell,G,193.04,88.9
Mel Nowell,G,187.96,77.11
Dirk Nowitzki,F,213.36,111.13
Frank Ntilikina,G,193.04,86.18
Kendrick Nunn,G,187.96,86.18
James Nunnally,F,200.66,94.35
Jusuf Nurkić,C,213.36,127.01
Dennis Nutt,G,187.96,77.11
David Nwaba,G,195.58,99.34
Julius Nwosu,C,208.28,115.67
